x,y,z
7.7279315,5.7935944,8.604206
8.133509,4.661873,8.147312
9.055425,4.098832,7.495503
8.193908,5.2739673,7.9709663
7.707505,4.8760223,7.9539375
9.25956,5.44348,8.221659
8.5394125,5.3254237,8.01885
8.856048,5.568578,8.77305
8.019073,5.8104897,8.739969
8.5404005,5.765363,8.397093
8.049212,5.49993,8.819563
8.051824,5.9080777,8.007213
8.943115,6.39325,7.8768883
8.634579,5.1209874,9.045038
7.924358,5.0254917,8.534456
9.400295,4.209327,7.404087
8.089078,5.442938,8.57679
10.01132,4.405663,6.8873124
8.34843,4.769141,9.124035
7.6752977,4.9129157,7.936374
8.744857,5.167014,8.941507
8.339109,5.037927,8.631619
8.626556,4.9961586,8.607429
10.017164,4.922639,8.329027
7.8910933,5.62478,8.459681
7.8872404,5.710828,8.119786
8.245223,5.496895,8.313672
9.332529,4.775848,8.732778
8.309705,5.692254,8.704656
8.045997,4.6814823,8.856081
7.601205,5.2658734,8.228219
8.452836,6.1578355,7.8493333
9.009913,4.2775664,8.303666
9.224316,4.9713855,8.7116585
9.021298,4.7129903,8.425184
8.528169,6.292185,8.166882
9.33963,4.4449906,7.6140056
9.44104,5.5090957,8.81479
7.9123263,5.964123,8.897588
8.806995,6.232372,8.307065
8.549997,5.5050216,8.520946
7.57887,4.9598107,8.401758
8.165157,5.348169,8.219825
8.424381,4.614367,8.741591
9.618236,4.2766647,7.735056
